Time,RPM,Current,Temperature,Slip,Torque,Load_Torque,Voltage,Vibration,Injected_Physics_Cause,Detected_Fault
0.05,79.04660800959232,54.187974442259126,26.2094325286765,0.9500619374566928,41.226566937567014,7.724238266199382,228.00204631582955,52.4812891031293,NORMAL_OPERATION,OVERLOAD
0.1,162.25047215458943,53.739810883798334,28.26474404997356,0.8940837695245676,43.1336370339738,8.742073259541515,231.98016863486058,51.90813845159946,NORMAL_OPERATION,OVERLOAD
0.15000000000000002,252.33275429187702,52.815585198127515,29.19512883012157,0.8320527828663729,46.709225588618104,8.476537445080588,233.66714674797967,45.93996655664896,NORMAL_OPERATION,OVERLOAD
0.2,345.27900787039806,51.595035048877435,32.253224526052605,0.7621299053088635,49.205299505117374,6.505553999467095,231.19928020083208,42.93570178396293,NORMAL_OPERATION,OVERLOAD
0.25,453.29645811606264,52.02626488617251,30.91986799481556,0.6954234221813833,53.220365963860516,8.770582769213537,232.83478159484616,40.85044018097398,NORMAL_OPERATION,OVERLOAD
0.3,549.749031915894,51.071165974747124,33.38347600843977,0.6271176663674445,57.63293350363938,10.534270390505242,229.21441501747015,39.5306927704157,NORMAL_OPERATION,OVERLOAD
0.35,674.7573321940486,50.24100089268681,34.899568061787164,0.5625153062693444,61.82025430049326,10.58324157863766,229.99509554208382,34.113355377190636,NORMAL_OPERATION,OVERLOAD
0.39999999999999997,791.1666900899583,48.364121109845044,36.79071801894578,0.4649899481197315,70.43960316407978,13.824542009755154,232.3460097503091,31.43423627992936,NORMAL_OPERATION,OVERLOAD
0.44999999999999996,932.9819757670145,46.42879047346557,38.60596050311871,0.3787434090835607,78.24174677915336,13.152488034731508,230.27795230410922,26.080698941655175,NORMAL_OPERATION,OVERLOAD
0.49999999999999994,1106.925917402252,41.633916019454354,37.90806555310536,0.2747107095451424,88.50585042959635,18.387574012929466,231.5560941636831,24.47824348162499,NORMAL_OPERATION,OVERLOAD
0.5499999999999999,1273.1453134401374,32.49087879516074,38.4341433685354,0.15663373699931765,92.6044700783363,19.754368801451644,229.11130200546424,15.006863787472767,NORMAL_OPERATION,OVERLOAD
0.6,1393.5331790690866,18.15779079796232,42.56069018911951,0.06847667871001518,63.248336436667934,25.97063461039716,229.5923794376047,18.62133807492839,NORMAL_OPERATION,OVERLOAD
0.65,1443.8154432666804,10.925518633587124,39.68288330529618,0.0409485746509297,37.68825937527631,23.60034219057735,229.10137396691565,14.689216897159836,NORMAL_OPERATION,COOLING_FAILURE
0.7000000000000001,1446.6945520353283,8.825054465476457,39.40648867377914,0.027243199618783968,30.042915104583752,26.39001104797139,225.6082144693809,16.19615544374151,NORMAL_OPERATION,NORMAL_OPERATION
0.7500000000000001,1463.7834460677752,9.630168748719425,39.13484997075455,0.029179712628280573,26.85165647671354,26.76070040558579,228.96588717272303,14.649584562491938,NORMAL_OPERATION,NORMAL_OPERATION
0.8000000000000002,1463.836156617691,8.917282793586605,38.88406774556614,0.02301444867259359,27.15157166990555,27.250795293365808,233.32894215254194,16.024363263654056,NORMAL_OPERATION,NORMAL_OPERATION
0.8500000000000002,1461.7132134475805,9.476316347383893,40.09039002158628,0.03270320551426705,26.99013643452453,25.81012787256155,230.28557705739192,14.468384520368978,NORMAL_OPERATION,NORMAL_OPERATION
0.9000000000000002,1458.9996078095066,8.209598533873221,40.62255911437145,0.02631738133306915,26.59147244612315,22.867150837345193,229.779397381902,13.599311996635244,NORMAL_OPERATION,NORMAL_OPERATION
0.9500000000000003,1464.0382644621675,8.472839987816938,39.36378515039308,0.03364578442777666,27.12245269418563,25.56016146656299,224.27413310789186,17.563182422748685,NORMAL_OPERATION,NORMAL_OPERATION
1.0000000000000002,1465.8856569028867,8.996616828109262,40.443257080290074,0.030149179525052493,25.77509118263218,25.061217604726295,231.47635856076303,12.911995695604519,NORMAL_OPERATION,NORMAL_OPERATION
1.0500000000000003,1464.5556049050792,9.088960992693268,39.74072299862736,0.023500091051836498,26.89268555533419,25.474830420008306,233.13212114305745,16.33748640657262,NORMAL_OPERATION,NORMAL_OPERATION
1.1000000000000003,1462.3570303644826,9.1655443043124,39.64345406200224,0.017723366190706594,28.53942772129308,25.873041788314985,228.75802839429494,14.752298907007388,NORMAL_OPERATION,NORMAL_OPERATION
1.1500000000000004,1459.777826843467,9.918874221075846,40.95160790761998,0.02562760081589769,29.21226271868826,25.288923405278886,230.80449895676958,14.62004808824087,NORMAL_OPERATION,NORMAL_OPERATION
1.2000000000000004,1453.2774412233296,8.763297604422963,40.6520075982577,0.020706121152839423,26.931135316181987,26.287210325938595,227.52484840610114,14.475984971757473,NORMAL_OPERATION,NORMAL_OPERATION
1.2500000000000004,1468.0568543410757,8.573936888839484,39.25764839650076,0.01895827719028931,25.418149816974424,24.400407022549324,233.27768882456132,15.39016003116257,NORMAL_OPERATION,NORMAL_OPERATION
1.3000000000000005,1466.5829779749752,9.36020623003872,41.9679284936985,0.02569751699336286,26.837675247047983,26.77581468965273,229.81556019400736,16.895300370802573,NORMAL_OPERATION,NORMAL_OPERATION
1.3500000000000005,1458.2624144027582,8.486071046321001,38.18664363163752,0.024761679007736428,26.897472134180358,24.565423732116955,231.59912117364186,15.476029309327247,NORMAL_OPERATION,NORMAL_OPERATION
1.4000000000000006,1452.4091484604082,9.294518698434336,37.77584588745783,0.02157943909241545,26.295934747022322,26.154286113206936,231.09095830486902,13.230451232371506,NORMAL_OPERATION,NORMAL_OPERATION
